1.1_dem_number,1.2_res_number,1.3_op_para,1.4_date_adopt,1.5_substance,1.6.1_new_res_strict,1.6.2_new_res,1.6.3_new_dem,1.7.1_participant,1.7.2_party,1.8.1_ind_var_coder,1.8.2_dep_var_coder_1,1.8.2_dep_var_coder_2,2.1.1_civil_war,2.1.2_agenda_item  ,2.2_year_adopt,2.3_type_situation,2.4_region,2.5.1_start_date,2.5.2_end_date,2.5.3_duration,2.5.4_continuation,2.5.5_post,2.6_intensity,2.7_number_war_parties,2.8_foreign,2.9_battle_deaths,2.10.1_pol_instab_one_yr, 2.10.2_pol_instab_three_yr ,2.10.3_political_shock,2.10.4_MAGFAIL,2.10.5_MAGFAIL_lag,2.10.6_MAGFIGHT,2.10.7_MAGFIGHT_lag,2.10.8_MAGAREA,2.10.9_MAGAREA_lag,2.11.1_non-renew_nat_res,2.11.2_lootable_nat_res,2.12.1_proximate_civil_war,2.12.2_proximate_civil_war_number,2.13.1_depth_of_demand_final,2.13.2_depth_of_demand_coder_1,2.13.3_depth_of_demand_coder_2,3.1.1_sanctions_committee,3.1.2_ajudicative_com,3.1.3_investigative_trib,3.1.4_crim_trib,3.1.5_other_commission,3.1.6_sub_org_old_new,3.2_SC_mission,3.3.1_trad_peac_op,3.3.2_multidimensional_peace_op,3.3.3_civ_peace_building,3.3.4_transitional_admin,3.3.5_civ_pol,3.3.6_civ_obvs,3.3.7_commission,3.3.8_consular_commission,3.3.9_SRSG,3.3.10_UN_mediation,3.3.11_panel_of_experts,3.3.12_ICC,3.3._UN_field_old_new,3.4.1_peace_op,3.4.2_peace_op_old_new,3.4.3_UN_armed,3.4.4_UN_unarmed,3.4.5_auth_non-UN,3.4.6_unauth_non-UN,3.5.1_SC_seizure,3.5.2_SC_seizure_relationship,3.5.3_SC_seizure_date,3.5.4_SC_seizure_period,3.6.1_P5_consensus_two_year,3.6.2_P5_consensus_four_year,3.7_prior_res_situation,3.8.1_prior_res_demand_full,3.8.1_prior_res_demand_partial,3.9_prior_consent,3.10_SG_report,4.1.1_res_intro,4.1.2_res_intro_relationship,4.2.1_abstentions_CHI,4.2.2_absentions_F,4.2.3_absentions_RUS,4.2.4_absentions_UK,4.2.5_absentions_US,4.2.6_E10_negative,4.2.7_absent_vote,4.2.8_yes_vote,4.2.9_absention_vote,4.2.10_no_vote,5.1_mandatory_horatory,5.2.1_military_conduct,5.2.2_police,5.2.3_humanitarian,5.2.4_POC,5.2.5_freedom_of_movement,5.2.6_implement_peace_agree,5.2.7_internal_politics,5.2.8_dialogue,5.2.9_elections,5.2.10_economic,5.2.11_media,5.2.12_transitional_justice,5.2.13_engage_in_dialogue,5.2.14_provide_assistance,5.2.15_respect_sanctions,5.2.16_monitor,5.2.17_provide_UN_security,5.2.18_cooperate_UN,5.2.19_report_UNSC,5.2.20_report_SG,5.3.1_military,5.3.2_humanitarian,5.3.3_governence,5.3.4_external,5.3.5_cooperation_with_UN,5.4_functional_req,5.5_int_peace_and_security,5.6.1_op_chp_VI,5.6.2_op_chp_VII,5.6.3_op_chp_VIII,5.6.4_pream_chp_VII,5.6.5_pream_chp_VIII,5.6.6_charter_article,5.6.7_other treaties,5.7.1_incentives conditioned upon compliance  (3.7),5.7.2_threat of loss of benefits  (3.8),5.7.3_threat_force,5.8.1_none,5.8.2_imposed,5.8.3_previous,5.8.4_threat,5.8.5_threat_other,5.9.1_general_trade,5.9.2_arms,5.9.3_oil,5.9.4_natural_resource,5.9.5_financial,5.9.6_travel,5.9.7_targeted,5.9.8_diplomatic,5.10.1_council,5.10.2_commission,5.10.3_consular_commission,5.10.4_subcommission,5.10.5_committee,5.10.6_subcommittee,5.10.7_panel_of_experts,5.10.8_UN_field,5.10.9_SC,5.10.10_president_of_SC,5.10.11_SG,5.10.12_other_UN,5.10.13_other_int_org,5.10.14_state,5.10.15_fact_finding_mission,5.10.16_monitoring_mech_old_new,5.10.17_monitoring_mech_dummy,5.11_SG_report_request,5.12.1_UN_organ,5.12.2_member_state,5.12.3_all_states,5.12.4_regional_org,5.12.5_multilateral_peace_force,5.13_sunset_clause,8.1.1_short_term_final,8.1.2_medium_term_final,8.2.1_short_term_coder_1,8.2.2_medium_term_coder_1,8.3.1_short_term_coder_2,8.3.2_medium_term_coder_2
1457.1802,1457,18,1/24/03,consider as appropriate the relevant recommendations contained in the reports of the Panel and in particular encourages the specialized industries' organizations to monitor trade in commodities from conflict areas in particular the territory of the Democratic Republic of the Congo and collect data in this regard with a view to helping put an end to the plundering of the natural resources in these areas,0,0,1,0,0,LSc,NA,NA,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,NA,NA,NA,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,encourages,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1457.0401,1457,4,1/24/03,the natural resources of the Democratic Republic of the Congo should be exploited transparently legally and on a fair commercial basis to benefit the country and its people,0,0,1,0,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,1,0,1,1,0,0,0,0,0,0,0,15,0,0,reiteratesÄshould,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,1,2,1,2,2,2
1457.0301,1457,3,1/24/03,take immediate steps to end these illegal activities which are perpetuating the conflict impeding the economic development of the Democratic Republic of the Congo and exacerbating the suffering of its people,1,1,1,0,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,demands,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,2,1,1,2,2,1
1457.0702,1457,7,1/24/03,work closely with the International Financial Institutions and the donor community to establish Congolese institutional capacity to ensure that these sectors are controlled and operated in a transparent and legitimate way so that the riches of the Democratic Republic of the Congo can benefit the Congolese people,0,0,1,0,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,encourages,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,2,2,2,2,2,2
1457.1701,1457,17,1/24/03,cooperate fully with the Panel and investigate further the accusations made through due judicial process,0,0,1,0,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,urges,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,2,2,3,2,2,2
1457.2001,1457,20,1/24/03,extend their full cooperation to the Panel while ensuring necessary security for the experts,0,0,1,0,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,1,0,0,1,1,0,0,0,0,0,0,0,15,0,0,reiteratesÄmust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,2,2,3,2,2,2
1457.1901,1457,19,1/24/03,implementation of the decisions taken within the framework of the inter-Congolese dialogue especially its recommendation to establish a special commission to examine the validity of economic and financial agreements in the Democratic Republic of the Congo,0,0,1,0,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,3,1,3,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,1,0,1,1,0,0,0,0,0,0,0,15,0,0,encourages,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,3,3,1,2,3,3
1457.0701,1457,7,1/24/03,assist Governments in the region in efforts to create appropriate national structures and institutions to control resource exploitation,0,0,1,0,0,LSc,NA,NA,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,NA,NA,NA,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,encourages,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1457.1101,1457,11,1/24/03,send their reactions with due regard to commercial confidentiality to the Secretariat no later than 31 March 2003,0,0,1,0,0,LSc,NA,NA,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,NA,NA,NA,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,invites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1457.1301,1457,13,1/24/03,respect the confidentiality of the material to be given to them by the Panel so as to ensure that the safety of the Panel's sources is preserved,0,0,1,0,0,LSc,NA,NA,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,NA,NA,NA,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,invites,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1457.1501,1457,15,1/24/03,conduct their own investigations including as appropriate through judicial means in order to clarify credibly the findings of the Panel taking into account the fact that the Panel which is not a judicial body does not have the resources to carry out an investigation whereby these findings can be considered as established facts,0,0,1,0,0,LSc,NA,NA,Democratic Republic of the Congo,Democratic Republic of the Congo,2003,2,2,10/18/96,1/1/07,2289,1438,0,1,33,0,145000,1,1,0,3,4,5,5,3,5,1,1,1,4,NA,NA,NA,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2284,1,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,urges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,12,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1076.0501,1076,5,10/22/96,halt activities that provide a fertile ground for terrorism and drug trafficking in Afghanistan,0,0,1,1,1,JG,BH,PG,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,3,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Calls Upon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
1076.0101,1076,1,10/22/96,cease all armed hostilities renounce the use of force put aside differences with other parties and engage in a political dialogue aimed at achieving national reconciliation and a lasting political settlement of the conflict and establishing a fully representative and broad-based transitional government of national unity,1,1,1,1,1,JG,BH,PG,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,3,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Calls Upon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
1076.0601,1076,6,10/22/96,desist from the indiscriminate use of landmines,0,0,1,1,1,JG,BH,PG,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Calls Upon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,3,2,1,1
1076.0901,1076,9,10/22/96,cooperate with the United Nations Special Mission to Afghanistan,0,0,1,1,1,JG,BH,PG,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,2,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Calls Upon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,3,2,4,2,1,1
1076.1001,1076,10,10/22/96,fulfil obligations and commitments regarding the safety of UN personnel and other international personnel as well as their premises in Afghanistan not hamper the flow of humanitarian assistance and cooperate fully with the UN and associated bodies as well as with other humanitarian organizations and agencies in their efforts to respond to the humanitarian needs of the people of Afghanistan,0,0,1,1,1,JG,BH,PG,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,2,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,1,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Demands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,2,4,2,1,1
1076.0301,1076,3,10/22/96,refrain from outside interference in the internal affairs of Afghanistan including the involvement of foreign military personnel respect the right of the Afghan people to determine their own destiny and respect the sovereignty independence unity and territorial integrity of Afghanistan,0,0,1,0,0,JG,NA,NA,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Calls Upon,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1076.0401,1076,4,10/22/96,immediately end the supply of arms and ammunition to all parties to the conflict in Afghanistan,0,0,1,0,0,JG,NA,NA,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Calls Upon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1076.0902,1076,9,10/22/96,take all steps necessary to promote peace in Afghanistan support the UN efforts to that end and use any influence they have to encourage the parties to cooperate fully with the UN Special Mission to Afghanistan,0,0,1,0,0,JG,NA,NA,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Encourages,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1076.1201,1076,12,10/22/96,extend all possible humanitarian assistance to the civilian population of Afghanistan,0,0,1,0,0,JG,NA,NA,Afghanistan,Afghanistan,1996,1,7,3/1/78,1/1/07,6810,3723,0,3,5,1,32000,1,1,-2,2,4,5,5,5,5,1,1,1,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,AUL BAH BHM BEL BNG CAN CHL CHN COL COS DEN DOM ECU EGY SAL FIJ GFR GRC HAI HON ICE INS ITA JPN LBR LUX MAL NTH NEW NOR OMA PAK PAN PNG PHI POR SAU SEN SIN SLU SOM SPN SUR SWD THI TUR UGA UKG USA URU VEN WSM,7,1/3/80,6137,1,1,0,0,0,0,0,FRN GMY ITA KZK ROK RUS TAJ USA UZB ,7,0,0,0,0,0,0,0,15,0,0,Calls Upon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
1417.0501,1417,5,6/14/02,ensure the protection of civilians and the rule of law,0,0,1,1,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2002,2,2,10/18/96,1/1/07,2065,1662,0,2,32,1,148100,1,1,0,4,4,5,5,5,5,1,1,1,4,1,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,2400,0,0,0,RWA,1,10/23/96,2060,1,1,16,0,0,0,1,1,1,0,0,0,0,0,0,0,15,0,0,calls on,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,12,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,1,1,1,1,1,1
1445.1306,1445,13,12/4/02,demilitarized without further delay or precondition,0,0,1,1,1,LSc,DF,LSc,Democratic Republic of the Congo,Democratic Republic of the Congo,2002,2,2,10/18/96,1/1/07,2238,1489,0,2,32,1,148100,1,1,0,4,4,5,5,5,5,1,1,1,4,2,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2,2,2,4278,0,0,0,RWA,1,10/23/96,2233,1,1,17,0,1,1,1,1,1,0,0,0,0,0,0,0,15,0,0,reiterates its demand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,1,1,1,2,1,1
